AX,AY,AZ,CO2,Temp,Hum,Tim,File
0.02,-0.199,0.982,,,,,
0.027,-0.211,0.971,,,,,
0.035,-0.191,0.963,,,,,
0.023,-0.197,0.951,,,,,
0.01,-0.195,0.961,,,,,
0.021,-0.207,0.98,,,,,
0.033,-0.195,0.969,,,,,
0.033,-0.184,0.961,,,,,
0.014,-0.195,0.947,,,,,
0.02,-0.201,0.99,,,,,
0.031,-0.205,0.979,,,,,
0.031,-0.188,0.975,,,,,
0.02,-0.195,0.947,402,31.3,37.7,7384,2
0.014,-0.193,0.975,,,,,
0.025,-0.211,0.979,,,,,
0.031,-0.195,0.967,,,,,
0.027,-0.195,0.957,,,,,
0.012,-0.195,0.951,,,,,
0.02,-0.207,0.99,,,,,
0.035,-0.201,0.967,,,,,
0.035,-0.18,0.951,,,,,
0.014,-0.193,0.963,,,,,
0.023,-0.203,0.982,,,,,
0.025,-0.209,0.963,,,,,
0.035,-0.188,0.967,,,,,
0.02,-0.193,0.951,,,,,
0.016,-0.197,0.977,,,,,
0.027,-0.207,0.969,,,,,
0.035,-0.193,0.969,,,,,
0.029,-0.191,0.957,,,,,
0.012,-0.195,0.957,402,31.3,37.7,7560,2
0.021,-0.203,0.992,,,,,
0.033,-0.197,0.965,,,,,
0.033,-0.186,0.969,,,,,
0.016,-0.195,0.945,,,,,
0.016,-0.195,0.975,,,,,
0.023,-0.211,0.973,,,,,
0.033,-0.189,0.965,,,,,
0.029,-0.188,0.953,,,,,
0.01,-0.189,0.963,,,,,
0.023,-0.205,0.98,,,,,
0.029,-0.201,0.971,,,,,
0.033,-0.189,0.963,,,,,
0.01,-0.195,0.943,,,,,
0.016,-0.195,0.98,,,,,
0.033,-0.209,0.975,,,,,
0.035,-0.182,0.977,,,,,
0.025,-0.184,0.953,,,,,
0.012,-0.193,0.963,402,31.3,37.7,7736,2
0.02,-0.205,0.986,,,,,
0.035,-0.201,0.965,,,,,
0.029,-0.186,0.963,,,,,
0.01,-0.195,0.947,,,,,
0.021,-0.197,0.982,,,,,
0.027,-0.209,0.975,,,,,
0.035,-0.186,0.971,,,,,
0.025,-0.191,0.951,,,,,
0.014,-0.193,0.971,,,,,
0.021,-0.207,0.986,,,,,
0.031,-0.193,0.965,,,,,
0.031,-0.188,0.963,,,,,
0.014,-0.191,0.947,,,,,
0.018,-0.201,0.982,,,,,
0.031,-0.211,0.971,,,,,
0.035,-0.184,0.969,,,,,
0.025,-0.197,0.953,,,,,
0.012,-0.191,0.975,398,31.5,37.2,7912,2
0.023,-0.207,0.977,,,,,
0.037,-0.191,0.967,,,,,
0.033,-0.191,0.965,,,,,
0.012,-0.199,0.947,,,,,
0.016,-0.201,0.986,,,,,
0.027,-0.209,0.965,,,,,
0.037,-0.186,0.971,,,,,
0.023,-0.189,0.953,,,,,
0.014,-0.189,0.963,,,,,
0.021,-0.209,0.975,,,,,
0.033,-0.197,0.973,,,,,
0.031,-0.193,0.965,,,,,
0.01,-0.189,0.945,,,,,
0.021,-0.195,0.984,,,,,
0.029,-0.211,0.975,,,,,
0.035,-0.195,0.975,,,,,
0.025,-0.197,0.947,,,,,
0.014,-0.191,0.963,398,31.5,37.2,8087,2
0.021,-0.207,0.982,,,,,
0.033,-0.193,0.969,,,,,
0.033,-0.182,0.961,,,,,
0.01,-0.193,0.953,,,,,
0.02,-0.197,0.984,,,,,
0.027,-0.213,0.977,,,,,
0.037,-0.186,0.963,,,,,
0.023,-0.193,0.941,,,,,
0.016,-0.191,0.973,,,,,
0.021,-0.207,0.98,,,,,
0.033,-0.195,0.973,,,,,
0.033,-0.188,0.959,,,,,
0.014,-0.195,0.947,,,,,
0.02,-0.201,0.986,,,,,
0.027,-0.209,0.965,,,,,
0.035,-0.189,0.971,,,,,
0.021,-0.191,0.957,,,,,
0.01,-0.197,0.979,398,31.5,37.2,8263,2
0.025,-0.205,0.98,,,,,
0.037,-0.191,0.965,,,,,
0.033,-0.186,0.959,,,,,
0.01,-0.197,0.959,,,,,
0.021,-0.199,0.982,,,,,
0.027,-0.209,0.965,,,,,
0.035,-0.184,0.969,,,,,
0.018,-0.195,0.947,,,,,
0.01,-0.197,0.973,,,,,
0.023,-0.213,0.969,,,,,
0.033,-0.195,0.973,,,,,
0.035,-0.189,0.963,,,,,
0.01,-0.189,0.955,,,,,
0.02,-0.199,0.982,,,,,
0.037,-0.203,0.973,,,,,
0.031,-0.189,0.971,,,,,
0.014,-0.195,0.941,,,,,
0.016,-0.191,0.973,398,31.5,37.2,8439,2
0.027,-0.203,0.98,,,,,
0.039,-0.191,0.973,,,,,
0.029,-0.188,0.961,,,,,
0.01,-0.199,0.953,,,,,
0.023,-0.203,0.988,,,,,
0.029,-0.205,0.971,,,,,
0.035,-0.182,0.961,,,,,
0.014,-0.195,0.941,,,,,
0.018,-0.195,0.977,,,,,
0.025,-0.215,0.979,,,,,
0.033,-0.191,0.967,,,,,
0.031,-0.191,0.951,,,,,
0.01,-0.197,0.969,,,,,
0.025,-0.201,0.986,,,,,
0.033,-0.201,0.969,,,,,
0.035,-0.184,0.961,,,,,
0.014,-0.191,0.945,,,,,
0.014,-0.199,0.982,398,31.5,37.2,8615,2
0.025,-0.209,0.973,,,,,
0.033,-0.189,0.965,,,,,
0.027,-0.193,0.959,,,,,
0.014,-0.199,0.971,,,,,
0.023,-0.201,0.984,,,,,
0.035,-0.197,0.971,,,,,
0.031,-0.182,0.959,,,,,
0.014,-0.195,0.955,,,,,
0.02,-0.195,0.98,,,,,
0.027,-0.207,0.971,,,,,
0.031,-0.189,0.971,,,,,
0.025,-0.193,0.953,,,,,
0.01,-0.189,0.971,,,,,
0.027,-0.201,0.973,,,,,
0.033,-0.197,0.971,,,,,
0.031,-0.193,0.953,,,,,
0.012,-0.193,0.951,,,,,
0.021,-0.199,0.986,398,31.5,37.2,8791,2
0.031,-0.203,0.969,,,,,
0.031,-0.191,0.971,,,,,
0.018,-0.189,0.951,,,,,
0.012,-0.197,0.971,,,,,
0.023,-0.207,0.984,,,,,
0.035,-0.197,0.973,,,,,
0.035,-0.182,0.957,,,,,
0.01,-0.191,0.959,,,,,
0.021,-0.199,0.992,,,,,
0.029,-0.207,0.971,,,,,
0.031,-0.189,0.963,,,,,
0.021,-0.193,0.941,,,,,
0.008,-0.201,0.979,,,,,
0.027,-0.209,0.98,,,,,
0.035,-0.191,0.965,,,,,
0.031,-0.189,0.953,,,,,
0.012,-0.191,0.963,,,,,
0.021,-0.205,0.986,398,31.5,37.2,8966,2
0.031,-0.197,0.963,,,,,
0.033,-0.186,0.961,,,,,
0.016,-0.193,0.947,,,,,
0.014,-0.199,0.982,,,,,
0.023,-0.209,0.971,,,,,
0.035,-0.188,0.965,,,,,
0.027,-0.186,0.961,,,,,
0.008,-0.197,0.969,,,,,
0.021,-0.203,0.98,,,,,
0.035,-0.199,0.967,,,,,
0.031,-0.189,0.967,,,,,
0.014,-0.197,0.949,,,,,
0.014,-0.197,0.982,,,,,
0.027,-0.209,0.971,,,,,
0.035,-0.191,0.969,,,,,
0.029,-0.191,0.955,,,,,
0.014,-0.191,0.965,,,,,
0.025,-0.203,0.977,398,31.5,37.2,9142,2
0.033,-0.197,0.971,,,,,
0.031,-0.189,0.971,,,,,
0.01,-0.199,0.947,,,,,
0.012,-0.199,0.98,,,,,
0.025,-0.213,0.971,,,,,
0.035,-0.188,0.969,,,,,
0.025,-0.191,0.951,,,,,
0.012,-0.191,0.955,,,,,
0.021,-0.209,0.986,,,,,
0.031,-0.203,0.969,,,,,
0.035,-0.186,0.961,,,,,
0.012,-0.193,0.945,,,,,
0.018,-0.195,0.986,,,,,
0.027,-0.207,0.975,,,,,
0.035,-0.191,0.975,,,,,
0.023,-0.193,0.941,,,,,
0.012,-0.189,0.963,,,,,
0.021,-0.207,0.99,398,31.5,37.2,9318,2
0.035,-0.189,0.959,,,,,
0.029,-0.189,0.961,,,,,
0.012,-0.197,0.947,,,,,
0.018,-0.203,0.982,,,,,
0.027,-0.215,0.973,,,,,
0.037,-0.184,0.961,,,,,
0.025,-0.193,0.951,,,,,
0.01,-0.195,0.975,,,,,
0.025,-0.203,0.975,,,,,
0.031,-0.199,0.971,,,,,
0.033,-0.189,0.959,,,,,
0.014,-0.193,0.953,,,,,
0.02,-0.193,0.996,,,,,
0.035,-0.209,0.963,,,,,
0.033,-0.189,0.977,,,,,
0.021,-0.203,0.953,,,,,
0.006,-0.191,0.963,,,,,
0.021,-0.209,0.98,398,31.5,37.2,9494,2
0.033,-0.193,0.965,,,,,
0.029,-0.186,0.961,,,,,
0.012,-0.191,0.947,,,,,
0.018,-0.197,0.986,,,,,
0.027,-0.213,0.971,,,,,
0.033,-0.191,0.967,,,,,
0.021,-0.193,0.951,,,,,
0.014,-0.195,0.965,,,,,
0.021,-0.211,0.975,,,,,
0.029,-0.193,0.969,,,,,
0.035,-0.186,0.965,,,,,
0.014,-0.195,0.957,,,,,
0.02,-0.197,0.988,,,,,
0.029,-0.213,0.975,,,,,
0.031,-0.191,0.971,,,,,
0.016,-0.195,0.939,,,,,
0.01,-0.195,0.971,,,,,
0.021,-0.211,0.98,398,31.5,37.2,9669,2
0.031,-0.191,0.967,,,,,
0.031,-0.191,0.965,,,,,
0.014,-0.193,0.955,,,,,
0.021,-0.203,0.99,,,,,
0.031,-0.207,0.971,,,,,
0.037,-0.18,0.959,,,,,
0.02,-0.195,0.949,,,,,
0.01,-0.197,0.963,,,,,
0.025,-0.215,0.977,,,,,
0.031,-0.193,0.967,,,,,
0.031,-0.188,0.959,,,,,
0.014,-0.191,0.967,,,,,
0.021,-0.193,0.986,,,,,
0.031,-0.207,0.971,,,,,
0.035,-0.193,0.979,,,,,
0.021,-0.205,0.947,,,,,
0.008,-0.186,0.969,,,,,
0.023,-0.211,0.982,365,31.7,36.6,9845,2
0.035,-0.186,0.963,,,,,
0.031,-0.191,0.969,,,,,
0.012,-0.191,0.953,,,,,
0.02,-0.195,0.982,,,,,
0.027,-0.209,0.971,,,,,
0.039,-0.188,0.963,,,,,
0.018,-0.191,0.947,,,,,
0.012,-0.191,0.967,,,,,
0.02,-0.215,0.979,,,,,
0.031,-0.199,0.973,,,,,
0.035,-0.188,0.963,,,,,
0.014,-0.195,0.951,,,,,
0.021,-0.195,0.988,,,,,
0.029,-0.207,0.975,,,,,
0.035,-0.189,0.979,,,,,
0.018,-0.189,0.936,,,,,
0.012,-0.191,0.975,,,,,
0.025,-0.213,0.986,365,31.7,36.6,10021,2
0.035,-0.191,0.963,,,,,
0.029,-0.189,0.963,,,,,
0.01,-0.193,0.941,,,,,
0.023,-0.201,0.992,,,,,
0.031,-0.213,0.965,,,,,
0.033,-0.186,0.957,,,,,
0.018,-0.201,0.947,,,,,
0.01,-0.191,0.971,,,,,
0.025,-0.213,0.975,,,,,
0.031,-0.191,0.965,,,,,
0.033,-0.188,0.957,,,,,
0.016,-0.195,0.959,,,,,
0.023,-0.195,0.986,,,,,
0.029,-0.207,0.971,,,,,
0.035,-0.186,0.971,,,,,
0.023,-0.193,0.951,,,,,
0.016,-0.191,0.977,,,,,
0.02,-0.209,0.971,365,31.7,36.6,10197,2
0.033,-0.195,0.967,,,,,
0.027,-0.193,0.959,,,,,
0.01,-0.195,0.957,,,,,
0.02,-0.203,0.986,,,,,
0.039,-0.188,0.977,,,,,
0.031,-0.186,0.959,,,,,
0.016,-0.197,0.949,,,,,
0.021,-0.207,0.982,,,,,
0.029,-0.207,0.963,,,,,
0.033,-0.193,0.971,,,,,
0.018,-0.188,0.939,,,,,
0.01,-0.189,0.969,,,,,
0.025,-0.211,0.982,,,,,
0.033,-0.199,0.975,,,,,
0.029,-0.195,0.951,,,,,
0.012,-0.188,0.949,,,,,
0.023,-0.197,0.99,,,,,
0.037,-0.199,0.965,365,31.7,36.6,10373,2
0.031,-0.188,0.971,,,,,
0.016,-0.191,0.945,,,,,
0.008,-0.199,0.977,,,,,
0.021,-0.215,0.984,,,,,
0.035,-0.191,0.953,,,,,
0.033,-0.186,0.951,,,,,
0.012,-0.191,0.959,,,,,
0.021,-0.205,0.986,,,,,
0.029,-0.207,0.973,,,,,
0.033,-0.188,0.965,,,,,
0.021,-0.189,0.947,,,,,
0.014,-0.193,0.982,,,,,
0.029,-0.209,0.971,,,,,
0.033,-0.189,0.967,,,,,
0.027,-0.193,0.963,,,,,
0.012,-0.195,0.957,,,,,
0.02,-0.201,0.986,,,,,
0.031,-0.199,0.959,365,31.7,36.6,10548,2
0.037,-0.188,0.975,,,,,
0.018,-0.195,0.949,,,,,
0.012,-0.191,0.969,,,,,
0.025,-0.211,0.977,,,,,
0.039,-0.191,0.971,,,,,
0.033,-0.189,0.957,,,,,
0.004,-0.193,0.947,,,,,
0.02,-0.205,0.982,,,,,
0.035,-0.199,0.973,,,,,
0.035,-0.189,0.973,,,,,
0.02,-0.188,0.941,,,,,
0.014,-0.191,0.977,,,,,
0.027,-0.213,0.982,,,,,
0.031,-0.195,0.975,,,,,
0.025,-0.195,0.959,,,,,
0.008,-0.186,0.953,,,,,
0.02,-0.205,0.992,,,,,
0.033,-0.203,0.965,365,31.7,36.6,10724,2
0.031,-0.186,0.965,,,,,
0.014,-0.193,0.949,,,,,
0.014,-0.195,0.979,,,,,
0.025,-0.213,0.982,,,,,
0.037,-0.184,0.965,,,,,
0.031,-0.184,0.957,,,,,
0.01,-0.191,0.959,,,,,
0.02,-0.207,0.984,,,,,
0.029,-0.203,0.971,,,,,
0.035,-0.189,0.967,,,,,
0.021,-0.197,0.951,,,,,
0.014,-0.193,0.975,,,,,
0.027,-0.211,0.973,,,,,
0.033,-0.193,0.971,,,,,
0.027,-0.191,0.959,,,,,
0.01,-0.199,0.953,,,,,
0.02,-0.201,0.986,,,,,
0.033,-0.199,0.957,365,31.7,36.6,10900,2
0.035,-0.189,0.971,,,,,
0.018,-0.193,0.955,,,,,
0.014,-0.193,0.977,,,,,
0.025,-0.209,0.975,,,,,
0.039,-0.189,0.975,,,,,
0.029,-0.191,0.955,,,,,
0.008,-0.195,0.951,,,,,
0.018,-0.207,0.975,,,,,
0.029,-0.201,0.965,,,,,
0.035,-0.188,0.965,,,,,
0.016,-0.195,0.943,,,,,
0.014,-0.189,0.98,,,,,
0.031,-0.213,0.98,,,,,
0.035,-0.193,0.979,,,,,
0.029,-0.189,0.949,,,,,
0.01,-0.191,0.955,,,,,
0.021,-0.203,0.996,,,,,
0.035,-0.199,0.965,365,31.7,36.6,11076,2
0.031,-0.193,0.969,,,,,
0.012,-0.193,0.943,,,,,
0.02,-0.195,0.988,,,,,
0.023,-0.213,0.98,,,,,
0.033,-0.184,0.965,,,,,
0.027,-0.186,0.951,,,,,
0.008,-0.191,0.961,,,,,
0.018,-0.213,0.988,,,,,
0.025,-0.207,0.959,,,,,
0.035,-0.191,0.965,,,,,
0.014,-0.193,0.947,,,,,
0.018,-0.191,0.986,,,,,
0.029,-0.207,0.965,,,,,
0.035,-0.189,0.973,,,,,
0.025,-0.189,0.953,,,,,
0.01,-0.197,0.967,,,,,
0.02,-0.207,0.986,,,,,
0.033,-0.197,0.957,365,31.7,36.6,11252,2
0.035,-0.188,0.971,,,,,
0.012,-0.193,0.949,,,,,
0.018,-0.191,0.977,,,,,
0.025,-0.213,0.975,,,,,
0.035,-0.193,0.967,,,,,
0.029,-0.193,0.955,,,,,
0.008,-0.193,0.957,,,,,
0.021,-0.209,0.984,,,,,
0.031,-0.197,0.967,,,,,
0.033,-0.189,0.965,,,,,
0.014,-0.191,0.943,,,,,
0.016,-0.195,0.98,,,,,
0.029,-0.209,0.977,,,,,
0.035,-0.191,0.979,,,,,
0.021,-0.189,0.951,,,,,
0.01,-0.191,0.959,,,,,
0.02,-0.203,0.98,,,,,
0.033,-0.201,0.967,365,31.7,36.6,11427,2
0.033,-0.189,0.961,,,,,
0.012,-0.197,0.943,,,,,
0.018,-0.195,0.99,,,,,
0.027,-0.211,0.975,,,,,
0.035,-0.186,0.965,,,,,
0.025,-0.188,0.949,,,,,
0.014,-0.191,0.971,,,,,
0.025,-0.211,0.979,,,,,
0.031,-0.195,0.959,,,,,
0.033,-0.188,0.959,,,,,
0.012,-0.191,0.945,,,,,
0.023,-0.197,0.984,,,,,
0.025,-0.209,0.969,,,,,
0.035,-0.188,0.961,,,,,
0.025,-0.199,0.951,,,,,
0.008,-0.195,0.975,,,,,
0.023,-0.207,0.977,,,,,
0.031,-0.191,0.963,365,31.7,36.6,11603,2
0.033,-0.191,0.957,,,,,
0.012,-0.197,0.947,,,,,
0.016,-0.197,0.984,,,,,
0.027,-0.213,0.973,,,,,
0.035,-0.186,0.967,,,,,
0.025,-0.191,0.951,,,,,
0.012,-0.191,0.967,,,,,
0.023,-0.207,0.973,,,,,
0.031,-0.197,0.971,,,,,
0.033,-0.184,0.961,,,,,
0.012,-0.195,0.947,,,,,
0.02,-0.197,0.982,,,,,
0.027,-0.209,0.969,,,,,
0.033,-0.193,0.971,,,,,
0.021,-0.193,0.941,,,,,
0.014,-0.193,0.969,,,,,
0.025,-0.203,0.982,,,,,
0.033,-0.195,0.971,167,31.7,36.1,11779,2
0.027,-0.189,0.955,,,,,
0.01,-0.191,0.955,,,,,
0.02,-0.203,0.99,,,,,
0.027,-0.211,0.969,,,,,
0.035,-0.184,0.957,,,,,
0.016,-0.191,0.939,,,,,
0.01,-0.195,0.977,,,,,
0.025,-0.211,0.979,,,,,
0.031,-0.193,0.969,,,,,
0.033,-0.182,0.951,,,,,
0.01,-0.189,0.957,,,,,
0.021,-0.201,0.99,,,,,
0.029,-0.203,0.969,,,,,
0.035,-0.193,0.967,,,,,
0.014,-0.193,0.949,,,,,
0.014,-0.201,0.982,,,,,
0.025,-0.203,0.975,,,,,
0.035,-0.189,0.963,167,31.7,36.1,11955,2
0.027,-0.188,0.957,,,,,
0.01,-0.197,0.953,,,,,
0.023,-0.205,0.984,,,,,
0.031,-0.205,0.963,,,,,
0.035,-0.188,0.963,,,,,
0.018,-0.195,0.947,,,,,
0.01,-0.191,0.973,,,,,
0.027,-0.213,0.969,,,,,
0.033,-0.195,0.973,,,,,
0.033,-0.191,0.949,,,,,
0.008,-0.195,0.955,,,,,
0.021,-0.203,0.984,,,,,
0.033,-0.201,0.969,,,,,
0.033,-0.188,0.975,,,,,
0.016,-0.189,0.939,,,,,
0.012,-0.193,0.98,,,,,
0.027,-0.213,0.979,,,,,
0.035,-0.197,0.973,167,31.7,36.1,12130,2
0.027,-0.193,0.955,,,,,
0.01,-0.191,0.953,,,,,
0.021,-0.205,0.988,,,,,
0.035,-0.201,0.965,,,,,
0.031,-0.182,0.955,,,,,
0.018,-0.191,0.943,,,,,
0.014,-0.195,0.986,,,,,
0.027,-0.211,0.98,,,,,
0.033,-0.186,0.963,,,,,
0.029,-0.189,0.947,,,,,
0.01,-0.193,0.961,,,,,
0.025,-0.209,0.977,,,,,
0.031,-0.203,0.961,,,,,
0.033,-0.186,0.959,,,,,
0.014,-0.193,0.945,,,,,
0.016,-0.193,0.984,,,,,
0.027,-0.209,0.977,,,,,
0.035,-0.189,0.965,167,31.7,36.1,12306,2
0.023,-0.193,0.957,,,,,
0.012,-0.195,0.963,,,,,
0.025,-0.209,0.988,,,,,
0.033,-0.195,0.963,,,,,
0.031,-0.182,0.967,,,,,
0.014,-0.189,0.957,,,,,
0.014,-0.197,0.98,,,,,
0.027,-0.211,0.975,,,,,
0.033,-0.188,0.967,,,,,
0.027,-0.191,0.951,,,,,
0.012,-0.191,0.965,,,,,
0.021,-0.209,0.975,,,,,
0.031,-0.201,0.971,,,,,
0.033,-0.189,0.959,,,,,
0.014,-0.191,0.945,,,,,
0.018,-0.195,0.984,,,,,
0.029,-0.203,0.977,,,,,
0.033,-0.193,0.975,167,31.7,36.1,12482,2
0.023,-0.193,0.951,,,,,
0.01,-0.197,0.959,,,,,
0.025,-0.211,0.984,,,,,
0.031,-0.195,0.975,,,,,
0.035,-0.182,0.957,,,,,
0.008,-0.191,0.947,,,,,
0.021,-0.195,0.988,,,,,
0.027,-0.211,0.977,,,,,
0.029,-0.188,0.971,,,,,
0.025,-0.193,0.943,,,,,
0.008,-0.195,0.971,,,,,
0.027,-0.209,0.98,,,,,
0.031,-0.191,0.967,,,,,
0.033,-0.184,0.959,,,,,
0.012,-0.191,0.959,,,,,
0.02,-0.201,0.986,,,,,
0.029,-0.207,0.979,,,,,
0.035,-0.186,0.971,167,31.7,36.1,12658,2
0.02,-0.193,0.951,,,,,
0.014,-0.195,0.975,,,,,
0.027,-0.209,0.982,,,,,
0.031,-0.191,0.963,,,,,
0.033,-0.188,0.953,,,,,
0.008,-0.199,0.957,,,,,
0.021,-0.197,0.98,,,,,
0.027,-0.201,0.963,,,,,
0.033,-0.184,0.967,,,,,
0.02,-0.191,0.951,,,,,
0.014,-0.195,0.975,,,,,
0.027,-0.211,0.969,,,,,
0.031,-0.195,0.967,,,,,
0.033,-0.189,0.967,,,,,
0.01,-0.189,0.961,,,,,
0.021,-0.197,0.992,,,,,
0.033,-0.199,0.971,,,,,
0.033,-0.186,0.971,167,31.7,36.1,12834,2
0.014,-0.197,0.943,,,,,
0.01,-0.197,0.967,,,,,
0.021,-0.217,0.977,,,,,
0.039,-0.189,0.965,,,,,
0.033,-0.189,0.959,,,,,
0.01,-0.193,0.957,,,,,
0.02,-0.201,0.982,,,,,
0.027,-0.209,0.977,,,,,
0.035,-0.184,0.965,,,,,
0.014,-0.193,0.936,,,,,
0.016,-0.191,0.986,,,,,
0.025,-0.207,0.977,,,,,
0.033,-0.191,0.971,,,,,
0.025,-0.191,0.953,,,,,
0.01,-0.189,0.957,,,,,
0.021,-0.205,0.988,,,,,
0.029,-0.199,0.971,,,,,
0.035,-0.188,0.961,167,31.7,36.1,13009,2
0.012,-0.195,0.969,,,,,
0.021,-0.205,0.986,,,,,
0.031,-0.203,0.963,,,,,
0.035,-0.184,0.959,,,,,
0.014,-0.195,0.947,,,,,
0.014,-0.195,0.982,,,,,
0.025,-0.209,0.969,,,,,
0.029,-0.191,0.977,,,,,
0.033,-0.191,0.957,,,,,
0.01,-0.193,0.961,,,,,
0.023,-0.199,0.98,,,,,
0.031,-0.199,0.965,,,,,
0.035,-0.188,0.965,,,,,
0.012,-0.195,0.947,,,,,
0.018,-0.191,0.982,,,,,
0.031,-0.205,0.975,,,,,
0.035,-0.191,0.971,,,,,
0.029,-0.191,0.953,167,31.7,36.1,13185,2
0.008,-0.195,0.957,,,,,
0.025,-0.205,0.979,,,,,
0.033,-0.199,0.975,,,,,
0.033,-0.189,0.959,,,,,
0.01,-0.195,0.938,,,,,
0.018,-0.195,0.98,,,,,
0.027,-0.211,0.975,,,,,
0.033,-0.191,0.977,,,,,
0.027,-0.186,0.945,,,,,
0.014,-0.188,0.967,,,,,
0.023,-0.207,0.982,,,,,
0.031,-0.203,0.969,,,,,
0.033,-0.188,0.965,,,,,
0.012,-0.191,0.941,,,,,
0.02,-0.195,0.988,,,,,
0.027,-0.211,0.979,,,,,
0.031,-0.189,0.963,,,,,
0.023,-0.191,0.949,167,31.7,36.1,13361,2
0.014,-0.195,0.969,,,,,
0.023,-0.205,0.988,,,,,
0.031,-0.195,0.959,,,,,
0.033,-0.186,0.955,,,,,
0.014,-0.191,0.945,,,,,
0.014,-0.199,0.982,,,,,
0.025,-0.213,0.971,,,,,
0.031,-0.188,0.969,,,,,
0.029,-0.186,0.957,,,,,
0.008,-0.191,0.973,,,,,
0.025,-0.201,0.975,,,,,
0.031,-0.199,0.967,,,,,
0.035,-0.191,0.965,,,,,
0.014,-0.199,0.947,,,,,
0.018,-0.195,0.982,,,,,
0.027,-0.207,0.969,,,,,
0.033,-0.186,0.979,,,,,
0.027,-0.189,0.955,167,31.7,36.1,13537,2
0.01,-0.191,0.959,,,,,
0.027,-0.205,0.979,,,,,
0.031,-0.199,0.975,,,,,
0.037,-0.189,0.969,,,,,
0.012,-0.195,0.943,,,,,
0.023,-0.193,0.99,,,,,
0.031,-0.211,0.971,,,,,
0.031,-0.191,0.971,,,,,
0.025,-0.189,0.943,,,,,
0.01,-0.197,0.965,,,,,
0.025,-0.209,0.98,,,,,
0.035,-0.197,0.973,,,,,
0.029,-0.186,0.957,,,,,
0.018,-0.191,0.947,,,,,
0.018,-0.195,0.986,,,,,
0.027,-0.207,0.977,,,,,
0.033,-0.186,0.969,,,,,
0.021,-0.189,0.945,0,31.8,35.9,13712,2
0.014,-0.195,0.971,,,,,
0.025,-0.209,0.984,,,,,
0.033,-0.193,0.965,,,,,
0.033,-0.188,0.957,,,,,
0.014,-0.191,0.955,,,,,
0.021,-0.197,0.99,,,,,
0.029,-0.207,0.965,,,,,
0.033,-0.186,0.971,,,,,
0.021,-0.191,0.945,,,,,
0.01,-0.191,0.975,,,,,
0.027,-0.207,0.975,,,,,
0.031,-0.193,0.963,,,,,
0.031,-0.193,0.955,,,,,
0.012,-0.195,0.959,,,,,
0.023,-0.195,0.982,,,,,
0.033,-0.201,0.967,,,,,
0.035,-0.186,0.967,,,,,
0.023,-0.195,0.951,0,31.8,35.9,13888,2
0.008,-0.195,0.969,,,,,
0.025,-0.209,0.973,,,,,
0.033,-0.193,0.967,,,,,
0.031,-0.189,0.955,,,,,
0.014,-0.193,0.955,,,,,
0.02,-0.197,0.977,,,,,
0.033,-0.205,0.969,,,,,
0.031,-0.189,0.971,,,,,
0.018,-0.193,0.945,,,,,
0.016,-0.191,0.975,,,,,
0.025,-0.207,0.977,,,,,
0.035,-0.195,0.975,,,,,
0.025,-0.186,0.949,,,,,
0.012,-0.191,0.949,,,,,
0.02,-0.203,0.988,,,,,
0.033,-0.203,0.969,,,,,
0.029,-0.186,0.961,,,,,
0.014,-0.195,0.947,0,31.8,35.9,14064,2
0.016,-0.197,0.977,,,,,
0.025,-0.215,0.979,,,,,
0.035,-0.189,0.965,,,,,
0.031,-0.189,0.951,,,,,
0.006,-0.195,0.967,,,,,
0.021,-0.209,0.984,,,,,
0.031,-0.197,0.971,,,,,
0.035,-0.188,0.967,,,,,
0.018,-0.189,0.953,,,,,
0.014,-0.201,0.986,,,,,
0.029,-0.209,0.967,,,,,
0.033,-0.189,0.965,,,,,
0.027,-0.195,0.953,,,,,
0.01,-0.197,0.957,,,,,
0.018,-0.203,0.979,,,,,
0.035,-0.199,0.959,,,,,
0.029,-0.182,0.965,,,,,
0.014,-0.195,0.951,0,31.8,35.9,14240,2
0.018,-0.191,0.979,,,,,
0.025,-0.209,0.971,,,,,
0.035,-0.184,0.977,,,,,
0.025,-0.195,0.945,,,,,
0.012,-0.193,0.963,,,,,
0.023,-0.207,0.975,,,,,
0.035,-0.188,0.975,,,,,
0.035,-0.188,0.971,,,,,
0.014,-0.191,0.945,,,,,
0.016,-0.199,0.986,,,,,
0.031,-0.213,0.973,,,,,
0.035,-0.189,0.973,,,,,
0.021,-0.199,0.951,,,,,
0.012,-0.189,0.963,,,,,
0.021,-0.205,0.99,,,,,
0.039,-0.193,0.969,,,,,
0.031,-0.182,0.961,,,,,
0.012,-0.193,0.947,0,31.8,35.9,14416,2
0.021,-0.193,0.986,,,,,
0.031,-0.209,0.971,,,,,
0.037,-0.178,0.961,,,,,
0.018,-0.191,0.939,,,,,
0.014,-0.195,0.977,,,,,
0.021,-0.213,0.979,,,,,
0.031,-0.199,0.969,,,,,
0.033,-0.188,0.961,,,,,
0.012,-0.191,0.955,,,,,
0.025,-0.199,0.986,,,,,
0.029,-0.201,0.967,,,,,
0.033,-0.186,0.973,,,,,
0.018,-0.195,0.951,,,,,
0.01,-0.195,0.979,,,,,
0.027,-0.209,0.98,,,,,
0.031,-0.186,0.963,,,,,
0.033,-0.189,0.959,,,,,
0.012,-0.189,0.957,0,31.8,35.9,14591,2
0.023,-0.199,0.986,,,,,
